4664,ALLEGHENY-CLARION VALLEY SD,ALLEGHENY-CLARION VA,S,Total,All Students,54,5.56,64.81,27.78,1.85,81
4664,ALLEGHENY-CLARION VALLEY SD,ALLEGHENY-CLARION VA,S,11,Historically Underperforming,30,3.33,56.67,36.67,3.33,
4664,ALLEGHENY-CLARION VALLEY SD,ALLEGHENY-CLARION VA,S,Total,Historically Underperforming,30,3.33,56.67,36.67,3.33,
2795,ALLENTOWN CITY SD,LOUIS E DIERUFF HS,E,11,All Students,338,1.18,41.12,36.09,21.6,
2795,ALLENTOWN CITY SD,LOUIS E DIERUFF HS,E,Total,All Students,338,1.18,41.12,36.09,21.6,50
2795,ALLENTOWN CITY SD,LOUIS E DIERUFF HS,E,11,Historically Underperforming,303,1.32,37.95,37.29,23.43,
2795,ALLENTOWN CITY SD,LOUIS E DIERUFF HS,E,Total,Historically Underperforming,303,1.32,37.95,37.29,23.43,
2795,ALLENTOWN CITY SD,LOUIS E DIERUFF HS,M,11,All Students,344,4.07,35.17,45.64,15.12,
2795,ALLENTOWN CITY SD,LOUIS E DIERUFF HS,M,Total,All Students,344,4.07,35.17,45.64,15.12,50
2795,ALLENTOWN CITY SD,LOUIS E DIERUFF HS,M,11,Historically Underperforming,309,3.56,33.33,46.93,16.18,
2795,ALLENTOWN CITY SD,LOUIS E DIERUFF HS,M,Total,Historically Underperforming,309,3.56,33.33,46.93,16.18,
2795,ALLENTOWN CITY SD,LOUIS E DIERUFF HS,S,11,All Students,343,3.21,20.12,29.74,46.94,
2795,ALLENTOWN CITY SD,LOUIS E DIERUFF HS,S,Total,All Students,343,3.21,20.12,29.74,46.94,50
2795,ALLENTOWN CITY SD,LOUIS E DIERUFF HS,S,11,Historically Underperforming,308,2.92,17.21,30.84,49.03,
2795,ALLENTOWN CITY SD,LOUIS E DIERUFF HS,S,Total,Historically Underperforming,308,2.92,17.21,30.84,49.03,
2794,ALLENTOWN CITY SD,WILLIAM ALLEN SHS,E,11,All Students,529,3.02,40.26,35.35,21.36,
2794,ALLENTOWN CITY SD,WILLIAM ALLEN SHS,E,Total,All Students,529,3.02,40.26,35.35,21.36,50
2794,ALLENTOWN CITY SD,WILLIAM ALLEN SHS,E,11,Historically Underperforming,451,1.77,36.59,37.69,23.95,
2794,ALLENTOWN CITY SD,WILLIAM ALLEN SHS,E,Total,Historically Underperforming,451,1.77,36.59,37.69,23.95,
2794,ALLENTOWN CITY SD,WILLIAM ALLEN SHS,M,11,All Students,550,4.73,29.64,45.27,20.36,
2794,ALLENTOWN CITY SD,WILLIAM ALLEN SHS,M,Total,All Students,550,4.73,29.64,45.27,20.36,50
2794,ALLENTOWN CITY SD,WILLIAM ALLEN SHS,M,11,Historically Underperforming,471,3.18,27.81,47.35,21.66,
2794,ALLENTOWN CITY SD,WILLIAM ALLEN SHS,M,Total,Historically Underperforming,471,3.18,27.81,47.35,21.66,
